candidate_id,is_honeypot,honeypot_reasons
CAND_0000682,False,
CAND_0000683,False,
CAND_0000684,False,
CAND_0000685,False,
CAND_0000686,False,
CAND_0000687,False,
CAND_0000688,False,
CAND_0000689,False,
CAND_0000690,False,
CAND_0000691,False,
CAND_0000692,False,
CAND_0000693,False,
CAND_0000694,False,
CAND_0000695,False,
CAND_0000696,False,
CAND_0000697,False,
CAND_0000698,False,
CAND_0000699,False,
CAND_0000700,False,
CAND_0000701,False,
CAND_0000702,False,
CAND_0000703,False,
CAND_0000704,False,
CAND_0000705,False,
CAND_0000706,False,
CAND_0000707,False,
CAND_0000708,False,
CAND_0000709,False,
CAND_0000710,False,
CAND_0000711,False,
CAND_0000712,False,
CAND_0000713,False,
CAND_0000714,False,
CAND_0000715,False,
CAND_0000716,False,
CAND_0000717,False,
CAND_0000718,False,
CAND_0000719,False,
CAND_0000720,False,
CAND_0000721,False,
CAND_0000722,False,
CAND_0000723,False,
CAND_0000724,False,
CAND_0000725,False,
CAND_0000726,False,
CAND_0000727,False,
CAND_0000728,False,
CAND_0000729,False,
CAND_0000730,False,
CAND_0000731,False,
CAND_0000732,False,
CAND_0000733,False,
CAND_0000734,False,
CAND_0000735,False,
CAND_0000736,False,
CAND_0000737,False,
CAND_0000738,False,
CAND_0000739,False,
CAND_0000740,False,
CAND_0000741,False,
CAND_0000742,False,
CAND_0000743,False,
CAND_0000744,False,
CAND_0000745,False,
CAND_0000746,False,
CAND_0000747,False,
CAND_0000748,False,
CAND_0000749,False,
CAND_0000750,False,
CAND_0000751,False,
CAND_0000752,False,
CAND_0000753,False,
CAND_0000754,False,
CAND_0000755,False,
CAND_0000756,False,
CAND_0000757,False,
CAND_0000758,False,
CAND_0000759,False,
CAND_0000760,False,
CAND_0000761,False,
CAND_0000762,False,
CAND_0000763,False,
CAND_0000764,False,
CAND_0000765,False,
CAND_0000766,False,
CAND_0000767,False,
CAND_0000768,False,
CAND_0000769,False,
CAND_0000770,False,
CAND_0000771,False,
CAND_0000772,False,
CAND_0000773,False,
CAND_0000774,False,
CAND_0000775,False,
CAND_0000776,False,
CAND_0000777,False,
CAND_0000778,False,
CAND_0000779,False,
CAND_0000780,False,
CAND_0000781,False,
CAND_0000782,False,
CAND_0000783,False,
CAND_0000784,False,
CAND_0000785,False,
CAND_0000786,False,
CAND_0000787,False,
CAND_0000788,False,
CAND_0000789,False,
CAND_0000790,False,
CAND_0000791,False,
CAND_0000792,False,
CAND_0000793,False,
CAND_0000794,False,
CAND_0000795,False,
CAND_0000796,False,
CAND_0000797,False,
CAND_0000798,False,
CAND_0000799,False,
CAND_0000800,False,
CAND_0000801,False,
CAND_0000802,False,
CAND_0000803,False,
CAND_0000804,False,
CAND_0000805,False,
CAND_0000806,False,
CAND_0000807,False,
CAND_0000808,False,
CAND_0000809,False,
CAND_0000810,False,
CAND_0000811,False,
CAND_0000812,False,
CAND_0000813,False,
CAND_0000814,False,
CAND_0000815,False,
CAND_0000816,False,
CAND_0000817,False,
CAND_0000818,False,
CAND_0000819,False,
CAND_0000820,False,
CAND_0000821,False,
CAND_0000822,False,
CAND_0000823,False,
CAND_0000824,False,
CAND_0000825,False,
CAND_0000826,False,
CAND_0000827,False,
CAND_0000828,False,
CAND_0000829,False,
CAND_0000830,False,
CAND_0000831,False,
CAND_0000832,False,
CAND_0000833,False,
CAND_0000834,False,
CAND_0000835,False,
CAND_0000836,False,
CAND_0000837,False,
CAND_0000838,False,
CAND_0000839,False,
CAND_0000840,False,
CAND_0000841,False,
CAND_0000842,False,
CAND_0000843,False,
CAND_0000844,False,
CAND_0000845,False,
CAND_0000846,False,
CAND_0000847,False,
CAND_0000848,False,
CAND_0000849,False,
CAND_0000850,False,
CAND_0000851,False,
CAND_0000852,False,
CAND_0000853,False,
CAND_0000854,False,
CAND_0000855,False,
CAND_0000856,False,
CAND_0000857,False,
CAND_0000858,False,
CAND_0000859,False,
CAND_0000860,False,
CAND_0000861,False,
CAND_0000862,False,
CAND_0000863,False,
CAND_0000864,False,
CAND_0000865,False,
CAND_0000866,False,
CAND_0000867,False,
CAND_0000868,False,
CAND_0000869,False,
CAND_0000870,False,
CAND_0000871,False,
CAND_0000872,False,
CAND_0000873,False,
CAND_0000874,False,
CAND_0000875,False,
CAND_0000876,False,
CAND_0000877,False,
CAND_0000878,False,
CAND_0000879,False,
CAND_0000880,False,
CAND_0000881,False,
CAND_0000882,False,
CAND_0000883,False,
CAND_0000884,False,
CAND_0000885,False,
CAND_0000886,False,
CAND_0000887,False,
CAND_0000888,False,
CAND_0000889,False,
CAND_0000890,False,
CAND_0000891,False,
CAND_0000892,False,
CAND_0000893,False,
CAND_0000894,False,
CAND_0000895,False,
CAND_0000896,False,
CAND_0000897,False,
CAND_0000898,False,
CAND_0000899,False,
CAND_0000900,False,
CAND_0000901,False,
CAND_0000902,False,
CAND_0000903,False,
CAND_0000904,False,
CAND_0000905,False,
CAND_0000906,False,
CAND_0000907,False,
CAND_0000908,False,
CAND_0000909,False,
CAND_0000910,False,
CAND_0000911,False,
CAND_0000912,False,
CAND_0000913,False,
CAND_0000914,False,
CAND_0000915,False,
CAND_0000916,False,
CAND_0000917,False,
CAND_0000918,False,
CAND_0000919,False,
CAND_0000920,False,
CAND_0000921,False,
CAND_0000922,False,
CAND_0000923,False,
CAND_0000924,False,
CAND_0000925,False,
CAND_0000926,False,
CAND_0000927,False,
CAND_0000928,False,
CAND_0000929,False,
CAND_0000930,False,
CAND_0000931,False,
CAND_0000932,False,
CAND_0000933,False,
CAND_0000934,False,
CAND_0000935,False,
CAND_0000936,False,
CAND_0000937,False,
CAND_0000938,False,
CAND_0000939,False,
CAND_0000940,False,
CAND_0000941,False,
CAND_0000942,False,
CAND_0000943,False,
CAND_0000944,False,
CAND_0000945,False,
CAND_0000946,False,
CAND_0000947,False,
CAND_0000948,False,
CAND_0000949,False,
CAND_0000950,False,
CAND_0000951,False,
CAND_0000952,False,
CAND_0000953,False,
CAND_0000954,False,
CAND_0000955,False,
CAND_0000956,False,
CAND_0000957,False,
CAND_0000958,False,
CAND_0000959,False,
CAND_0000960,False,
CAND_0000961,False,
CAND_0000962,False,
CAND_0000963,False,
CAND_0000964,False,
CAND_0000965,False,
CAND_0000966,False,
CAND_0000967,False,
CAND_0000968,False,
CAND_0000969,False,
CAND_0000970,False,
CAND_0000971,False,
CAND_0000972,False,
CAND_0000973,False,
CAND_0000974,False,
CAND_0000975,False,
CAND_0000976,False,
CAND_0000977,False,
CAND_0000978,False,
CAND_0000979,False,
CAND_0000980,False,
CAND_0000981,False,
CAND_0000982,False,
CAND_0000983,False,
CAND_0000984,False,
CAND_0000985,False,
CAND_0000986,False,
CAND_0000987,False,
CAND_0000988,False,
CAND_0000989,False,
CAND_0000990,False,
CAND_0000991,False,
CAND_0000992,False,
CAND_0000993,False,
CAND_0000994,False,
CAND_0000995,False,
CAND_0000996,False,
CAND_0000997,False,
CAND_0000998,False,
CAND_0000999,False,
CAND_0001000,False,
CAND_0001001,False,
CAND_0001002,False,
CAND_0001003,False,
CAND_0001004,False,
CAND_0001005,False,
CAND_0001006,False,
CAND_0001007,False,
CAND_0001008,False,
CAND_0001009,False,
CAND_0001010,False,
CAND_0001011,False,
CAND_0001012,False,
CAND_0001013,False,
CAND_0001014,False,
CAND_0001015,False,
CAND_0001016,False,
CAND_0001017,False,
CAND_0001018,False,
CAND_0001019,False,
CAND_0001020,False,
CAND_0001021,False,
CAND_0001022,False,
CAND_0001023,False,
CAND_0001024,False,
CAND_0001025,False,
CAND_0001026,False,
CAND_0001027,False,
CAND_0001028,False,
CAND_0001029,False,
CAND_0001030,False,
CAND_0001031,False,
CAND_0001032,False,
CAND_0001033,False,
CAND_0001034,False,
CAND_0001035,False,
CAND_0001036,False,
CAND_0001037,False,
CAND_0001038,False,
CAND_0001039,False,
CAND_0001040,False,
CAND_0001041,False,
CAND_0001042,False,
CAND_0001043,False,
CAND_0001044,False,
CAND_0001045,False,
CAND_0001046,False,
CAND_0001047,False,
CAND_0001048,False,
CAND_0001049,False,
CAND_0001050,False,
CAND_0001051,False,
CAND_0001052,False,
CAND_0001053,False,
CAND_0001054,False,
CAND_0001055,False,
CAND_0001056,False,
CAND_0001057,False,
CAND_0001058,False,
CAND_0001059,False,
CAND_0001060,False,
CAND_0001061,False,
CAND_0001062,False,
CAND_0001063,False,
CAND_0001064,False,
CAND_0001065,False,
CAND_0001066,False,
CAND_0001067,False,
CAND_0001068,False,
CAND_0001069,False,
CAND_0001070,False,
CAND_0001071,False,
CAND_0001072,False,
CAND_0001073,False,
CAND_0001074,False,
CAND_0001075,False,
CAND_0001076,False,
CAND_0001077,False,
CAND_0001078,False,
CAND_0001079,False,
CAND_0001080,False,
CAND_0001081,False,
CAND_0001082,False,
CAND_0001083,False,
CAND_0001084,False,
CAND_0001085,False,
CAND_0001086,False,
CAND_0001087,False,
CAND_0001088,False,
CAND_0001089,False,
CAND_0001090,False,
CAND_0001091,False,
CAND_0001092,False,
CAND_0001093,False,
CAND_0001094,False,
CAND_0001095,False,
CAND_0001096,False,
CAND_0001097,False,
CAND_0001098,False,
CAND_0001099,False,
CAND_0001100,False,
CAND_0001101,False,
CAND_0001102,False,
CAND_0001103,False,
CAND_0001104,False,
CAND_0001105,False,
CAND_0001106,False,
CAND_0001107,False,
CAND_0001108,False,
CAND_0001109,False,
CAND_0001110,False,
CAND_0001111,False,
CAND_0001112,False,
CAND_0001113,False,
CAND_0001114,False,
CAND_0001115,False,
CAND_0001116,False,
CAND_0001117,False,
CAND_0001118,False,
CAND_0001119,False,
CAND_0001120,False,
CAND_0001121,False,
CAND_0001122,False,
CAND_0001123,False,
CAND_0001124,False,
CAND_0001125,False,
CAND_0001126,False,
CAND_0001127,False,
CAND_0001128,False,
CAND_0001129,False,
CAND_0001130,False,
CAND_0001131,False,
CAND_0001132,False,
CAND_0001133,False,
CAND_0001134,False,
CAND_0001135,False,
CAND_0001136,False,
CAND_0001137,False,
CAND_0001138,False,
CAND_0001139,False,
CAND_0001140,False,
CAND_0001141,False,
CAND_0001142,False,
CAND_0001143,False,
CAND_0001144,False,
CAND_0001145,False,
CAND_0001146,False,
CAND_0001147,False,
CAND_0001148,False,
CAND_0001149,False,
CAND_0001150,False,
CAND_0001151,False,
CAND_0001152,False,
CAND_0001153,False,
CAND_0001154,False,
CAND_0001155,False,
CAND_0001156,False,
CAND_0001157,False,
CAND_0001158,False,
CAND_0001159,False,
CAND_0001160,False,
CAND_0001161,False,
CAND_0001162,False,
CAND_0001163,False,
CAND_0001164,False,
CAND_0001165,False,
CAND_0001166,False,
CAND_0001167,False,
CAND_0001168,False,
CAND_0001169,False,
CAND_0001170,False,
CAND_0001171,False,
CAND_0001172,False,
CAND_0001173,False,
CAND_0001174,False,
CAND_0001175,False,
CAND_0001176,False,
CAND_0001177,False,
CAND_0001178,False,
CAND_0001179,False,
CAND_0001180,False,
CAND_0001181,False,
CAND_0001182,False,
CAND_0001183,False,
CAND_0001184,False,
CAND_0001185,False,
CAND_0001186,False,
CAND_0001187,False,
CAND_0001188,False,
CAND_0001189,False,
CAND_0001190,False,
CAND_0001191,False,
CAND_0001192,False,
CAND_0001193,False,
CAND_0001194,False,
CAND_0001195,False,
CAND_0001196,False,
CAND_0001197,False,
CAND_0001198,False,
CAND_0001199,False,
CAND_0001200,False,
CAND_0001201,False,
CAND_0001202,False,
CAND_0001203,False,
CAND_0001204,False,
CAND_0001205,False,
CAND_0001206,False,
CAND_0001207,False,
CAND_0001208,False,
CAND_0001209,False,
CAND_0001210,False,
CAND_0001211,False,
CAND_0001212,False,
CAND_0001213,False,
CAND_0001214,False,
CAND_0001215,False,
CAND_0001216,False,
CAND_0001217,False,
CAND_0001218,False,
CAND_0001219,False,
CAND_0001220,False,
CAND_0001221,False,
CAND_0001222,False,
CAND_0001223,False,
CAND_0001224,False,
CAND_0001225,False,
CAND_0001226,False,
CAND_0001227,False,
CAND_0001228,False,
CAND_0001229,False,
CAND_0001230,False,
CAND_0001231,False,
CAND_0001232,False,
CAND_0001233,False,
CAND_0001234,False,
CAND_0001235,False,
CAND_0001236,False,
CAND_0001237,False,
CAND_0001238,False,
CAND_0001239,False,
CAND_0001240,False,
CAND_0001241,False,
CAND_0001242,False,
CAND_0001243,False,
CAND_0001244,False,
CAND_0001245,False,
CAND_0001246,False,
CAND_0001247,False,
CAND_0001248,False,
CAND_0001249,False,
CAND_0001250,False,
CAND_0001251,False,
CAND_0001252,False,
CAND_0001253,False,
CAND_0001254,False,
CAND_0001255,False,
CAND_0001256,False,
CAND_0001257,False,
CAND_0001258,False,
CAND_0001259,False,
CAND_0001260,False,
CAND_0001261,False,
CAND_0001262,False,
CAND_0001263,False,
CAND_0001264,False,
CAND_0001265,False,
CAND_0001266,False,
CAND_0001267,False,
CAND_0001268,False,
